address,city,state,Zip,Latitude,Longitude
4535 WELLINGTON RD,BOULDER,Colorado,80301,40.056956,-105.215019
223 SEMINOLE DR,BOULDER,Colorado,80303,39.991199,-105.231192
3151 WESTWOOD CT,BOULDER,Colorado,80304,40.032004,-105.261752
7469 SINGING HILLS DR,BOULDER,Colorado,80301,40.067653,-105.179084
1300 KINGWOOD PL,BOULDER,Colorado,80304,40.039792,-105.280567
561 IRIS AVE,BOULDER,Colorado,80304,40.036202,-105.289568
1233 CAVAN ST,BOULDER,Colorado,80303,40.007985,-105.136879
2526 4TH ST,BOULDER,Colorado,80304,40.022346,-105.291291
3913 PASEO DEL PRADO,BOULDER,Colorado,80301,40.045446,-105.257925
5191 ELLSWORTH PL,BOULDER,Colorado,80303,40.008,-105.230361
403 MAXWELL AVE,BOULDER,Colorado,80304,40.022039,-105.291277
1939 HARDSCRABBLE DR,BOULDER,Colorado,80305,39.966361,-105.258235
5628 TABLE TOP CT,BOULDER,Colorado,80301,40.074914,-105.194946
880 19TH ST,BOULDER,Colorado,80302,40.003348,-105.268597
1090 S 46TH ST,BOULDER,Colorado,80305,39.979981,-105.241426
3830 BARR CT,BOULDER,Colorado,80305,39.980386,-105.249892
2205 PINE ST,BOULDER,Colorado,80302,40.022855,-105.267405
3015 10TH ST,BOULDER,Colorado,80304,40.029608,-105.284717
39 SILVER SPRUCE,BOULDER,Colorado,80466,40.004816,-105.347497
2770 ILIFF ST,BOULDER,Colorado,80305,39.970866,-105.257118
286 BROOK RD,BOULDER,Colorado,80302,40.079673,-105.345781
330 LIPAN WAY,BOULDER,Colorado,80303,39.993684,-105.239143
2444 VINEYARD PL,BOULDER,Colorado,80304,40.053893,-105.264753
2277 KALMIA AVE,BOULDER,Colorado,80304,40.03967,-105.266763
857 COLUMBIA PL,BOULDER,Colorado,80303,40.003023,-105.17583
4337 SAGE CT,BOULDER,Colorado,80301,40.053464,-105.182741
4628 GREENBRIAR CT,BOULDER,Colorado,80305,39.971015,-105.241257
3350 EASTMAN AVE,BOULDER,Colorado,80305,39.988875,-105.253495
5766 FLAGSTAFF RD,BOULDER,Colorado,80302,39.978515,-105.334971
1544 CHAMBERS DR,BOULDER,Colorado,80305,39.973408,-105.240812
750 34TH ST,BOULDER,Colorado,80303,40.001402,-105.249101
1023 DEER TRAIL RD,BOULDER,Colorado,80302,40.080234,-105.347584
1490 PATTON DR,BOULDER,Colorado,80303,40.012684,-105.22876
7758 DEVONSHIRE WAY,BOULDER,Colorado,80301,40.058602,-105.171883
980 S 46TH ST,BOULDER,Colorado,80305,39.980719,-105.241421
4233 QUINCE CT,BOULDER,Colorado,80301,40.048316,-105.255758
2133 NORWOOD AVE,BOULDER,Colorado,80304,40.043964,-105.270013
4802 HOPKINS PL,BOULDER,Colorado,80301,40.03518,-105.241587
1122 12TH ST,BOULDER,Colorado,80302,40.007776,-105.277119
1845 DEER VALLEY RD,BOULDER,Colorado,80305,39.986035,-105.26978
5056 BUCKINGHAM RD,BOULDER,Colorado,80301,40.066235,-105.179157
4399 S MEADOW DR,BOULDER,Colorado,80301,40.054607,-105.182841
936 UNIVERSITY AVE,BOULDER,Colorado,80302,40.010047,-105.281137
1523 48TH ST,BOULDER,Colorado,80303,40.013109,-105.236222
334 WILD HORSE CIR,BOULDER,Colorado,80304,40.049934,-105.322572
4866 FOUNTAIN ST,BOULDER,Colorado,80304,40.063443,-105.28627
4212 CORRIENTE PL,BOULDER,Colorado,80301,40.04552,-105.254989
270 GREEN ROCK DR,BOULDER,Colorado,80302,40.01831,-105.293436
1565 SUMAC AVE,BOULDER,Colorado,80304,40.051086,-105.277385
2436 POWDERHORN LN,BOULDER,Colorado,80305,39.972188,-105.263225
4657 HUEY CIR,BOULDER,Colorado,80305,39.978535,-105.240164
3095 HEIDELBERG DR,BOULDER,Colorado,80305,39.972076,-105.255588
3130 14TH ST,BOULDER,Colorado,80304,40.032351,-105.277166
2064 TIMBER LN,BOULDER,Colorado,80304,40.048929,-105.315913
9106 FARRAND HALL,BOULDER,Colorado,80301,40.049468,-105.201421
700 CASCADE AVE,BOULDER,Colorado,80302,40.001583,-105.285138
8012 FOX RIDGE CT,BOULDER,Colorado,80301,40.020642,-105.166559
3641 PASEO DEL PRADO,BOULDER,Colorado,80301,40.040822,-105.257384
858 18TH ST,BOULDER,Colorado,80302,40.002988,-105.269556
1012 BEREA DR,BOULDER,Colorado,80305,39.979455,-105.246714
4656 FORDHAM CIR,BOULDER,Colorado,80301,40.059356,-105.169694
4495 OTTAWA PL,BOULDER,Colorado,80303,39.989573,-105.237828
368 LEFTHAND CANYON DR,BOULDER,Colorado,80302,40.133176,-105.289282
1220 GEORGETOWN RD,BOULDER,Colorado,80305,39.97719,-105.254469
5390 CENTENNIAL TRL,BOULDER,Colorado,80303,40.007629,-105.22709
3196 WRIGHT AVE,BOULDER,Colorado,80301,40.030969,-105.237262
1210 WICKLOW ST,BOULDER,Colorado,80303,40.007754,-105.140012
5973 WELLINGTON RD,BOULDER,Colorado,80301,40.057497,-105.214359
1197 WEAVER DR,BOULDER,Colorado,80302,40.027755,-105.363053
7610 CHATHAM WAY,BOULDER,Colorado,80301,40.058457,-105.175802
904 HAWTHORN AVE,BOULDER,Colorado,80304,40.034791,-105.285346
4655 MACARTHUR LN,BOULDER,Colorado,80303,40.013965,-105.236795
197 SKY TRAIL RD,BOULDER,Colorado,80302,40.075877,-105.340581
2535 MAPLETON AVE LOT 56,BOULDER,Colorado,80304,40.024773,-105.26298
2845 KENYON CIR,BOULDER,Colorado,80305,39.976204,-105.259406
231 SILVER CLOUD LN,BOULDER,Colorado,80302,40.084016,-105.347358
1630 REDWOOD AVE,BOULDER,Colorado,80304,40.048589,-105.276732
2124 CHAMPLAIN DR,BOULDER,Colorado,80301,40.020096,-105.144011
1305 EUCLID AVE,BOULDER,Colorado,80302,40.005627,-105.275877
4919 10TH ST,BOULDER,Colorado,80304,40.064334,-105.285089
600 11TH ST,BOULDER,Colorado,80302,39.999324,-105.278161
3961 BOSQUE CT,BOULDER,Colorado,80301,40.04663,-105.252651
6916 HUNTER PL,BOULDER,Colorado,80301,40.072005,-105.192276
6405 ODELL PL,BOULDER,Colorado,80301,40.074056,-105.204949
3410 EMERSON AVE,BOULDER,Colorado,80305,39.974896,-105.252842
7514 PANORAMA DR,BOULDER,Colorado,80303,39.973571,-105.177089
4171 WESTCLIFFE CT,BOULDER,Colorado,80301,40.050202,-105.248118
7253 SIENA WAY,BOULDER,Colorado,80301,40.066201,-105.18423
1333 PEAKVIEW CIR,BOULDER,Colorado,80302,40.09857,-105.324728
835 38TH ST,BOULDER,Colorado,80303,40.002623,-105.245866
103 BROOK RD,BOULDER,Colorado,80302,40.078321,-105.336065
7235 EMPIRE DR,BOULDER,Colorado,80303,39.977441,-105.184333
2200 BALSAM DR,BOULDER,Colorado,80304,40.026713,-105.267492
2285 HILLSDALE CIR,BOULDER,Colorado,80305,39.98238,-105.263279
7456 OLD MILL TRL,BOULDER,Colorado,80301,40.056788,-105.180073
630 LARAMIE BLVD,BOULDER,Colorado,80304,40.066573,-105.286761
5349 N 51ST ST,BOULDER,Colorado,80301,40.071968,-105.235733
489 HARVARD LN,BOULDER,Colorado,80305,39.986861,-105.251969
160 S 31ST ST,BOULDER,Colorado,80305,39.990414,-105.255603
4832 BRANDON CREEK DR,BOULDER,Colorado,80301,40.062416,-105.19456
162 BOW MOUNTAIN RD,BOULDER,Colorado,80302,40.059739,-105.315497
2125 TAMARACK AVE,BOULDER,Colorado,80304,40.052202,-105.27081
54 HURON CT,BOULDER,Colorado,80303,39.987009,-105.22249
1035 UTICA AVE,BOULDER,Colorado,80304,40.052447,-105.284071
1101 PINE ST - GOLD HILL,BOULDER,Colorado,80302,40.063415,-105.414045
9335 WILLIAMS VILLAGE NORTH HALL,BOULDER,Colorado,80301,40.049468,-105.201421
2725 NORTHBROOK PL,BOULDER,Colorado,80304,40.045361,-105.25997
4838 W MOORHEAD CIR,BOULDER,Colorado,80305,39.979052,-105.235844
1336 WICKLOW ST,BOULDER,Colorado,80303,40.009597,-105.140013
7891 GRASMERE DR,BOULDER,Colorado,80301,40.061098,-105.169223
397 ORD DR,BOULDER,Colorado,80303,39.994341,-105.172136
1207 COLLEGE AVE,BOULDER,Colorado,80302,40.007498,-105.277074
4892 BRANDON CREEK DR,BOULDER,Colorado,80301,40.06395,-105.19509
1232 DEAN PL,BOULDER,Colorado,80302,40.008812,-105.28647
7365 AUGUSTA DR,BOULDER,Colorado,80301,40.070018,-105.181735
3012 PALO PKWY,BOULDER,Colorado,80301,40.043577,-105.253413
2850 TABLE MESA DR,BOULDER,Colorado,80305,39.979879,-105.258107
3537 SMUGGLER WAY,BOULDER,Colorado,80305,39.966212,-105.250757
2245 BLUEBELL AVE,BOULDER,Colorado,80302,39.997527,-105.263684
295 BROKEN FENCE RD,BOULDER,Colorado,80302,40.017842,-105.35047
1980 GLENWOOD DR,BOULDER,Colorado,80304,40.033018,-105.270667
645 S 45TH ST,BOULDER,Colorado,80305,39.983782,-105.242953
208 EVENING STAR ROUTE,BOULDER,Colorado,80302,40.039009,-105.374651
3025 6TH ST,BOULDER,Colorado,80304,40.029801,-105.28947
760 CRESCENT DR,BOULDER,Colorado,80303,40.001301,-105.229584
825 WAITE DR,BOULDER,Colorado,80303,40.003274,-105.234599
908 BROOKLAWN DR,BOULDER,Colorado,80303,40.006219,-105.232028
3060 NOBLE CT,BOULDER,Colorado,80301,40.029864,-105.237339
5154 BUCKINGHAM RD,BOULDER,Colorado,80301,40.066471,-105.17888
3151 BELL DR,BOULDER,Colorado,80301,40.031847,-105.243724
5000 BUTTE ST LOT 186,BOULDER,Colorado,80301,40.033979,-105.236179
2545 BRIARWOOD DR,BOULDER,Colorado,80305,39.970377,-105.26045
20 S LASHLEY LN,BOULDER,Colorado,80305,39.99252,-105.257753
4757 N 47TH ST,BOULDER,Colorado,80301,40.060865,-105.244792
1880 DEL ROSA CT,BOULDER,Colorado,80304,40.038116,-105.27323
760 17TH ST,BOULDER,Colorado,80302,40.00124,-105.270937
2088 ALPINE DR,BOULDER,Colorado,80304,40.025728,-105.268038
89 BENTHAVEN PL,BOULDER,Colorado,80305,39.974956,-105.263055
5424 RARITAN PL,BOULDER,Colorado,80303,39.994823,-105.22592
850 S LASHLEY LN,BOULDER,Colorado,80305,39.981651,-105.245759
1100 MAXWELL AVE,BOULDER,Colorado,80304,40.021522,-105.282833
3600 SILVER PLUME LN,BOULDER,Colorado,80305,39.966834,-105.250924
3995 MOORHEAD AVE,BOULDER,Colorado,80305,39.991469,-105.244371
4658 TALLY HO TRL,BOULDER,Colorado,80301,40.058908,-105.19662
6255 RED HILL RD,BOULDER,Colorado,80302,40.088262,-105.304674
850 17TH ST,BOULDER,Colorado,80302,40.00275,-105.27111
709 UNIVERSITY AVE,BOULDER,Colorado,80302,40.01084,-105.285246
2905 4TH ST,BOULDER,Colorado,80304,40.028122,-105.29187
7451 SPY GLASS CT,BOULDER,Colorado,80301,40.068615,-105.180829
2227 HOLYOKE DR,BOULDER,Colorado,80305,39.979244,-105.265902
1280 FAIRFIELD DR,BOULDER,Colorado,80305,39.976646,-105.253576
7455 PARK PL,BOULDER,Colorado,80301,40.053937,-105.179336
1308 GRANDVIEW AVE,BOULDER,Colorado,80302,40.011284,-105.275644
1120 FAIRFIELD DR,BOULDER,Colorado,80305,39.97837,-105.253571
3279 SUNSHINE CANYON DR,BOULDER,Colorado,80302,40.041424,-105.330325
7075 VALMONT RD,BOULDER,Colorado,80301,40.037699,-105.188313
3190 29TH ST,BOULDER,Colorado,80301,40.032534,-105.256112
1532 CHAMBERS DR,BOULDER,Colorado,80305,39.973128,-105.241027
3555 CLOVER CIR,BOULDER,Colorado,80304,40.039082,-105.273891
1337 YELLOW PINE AVE,BOULDER,Colorado,80304,40.059724,-105.280576
20 S 38TH ST,BOULDER,Colorado,80305,39.991611,-105.24606
4885 JAY RD,BOULDER,Colorado,80301,40.051222,-105.239883
2889 SUNSHINE CANYON DR,BOULDER,Colorado,80302,40.037257,-105.328109
5576 PENNSYLVANIA AVE,BOULDER,Colorado,80303,40.005834,-105.224364
429 MAPLETON AVE,BOULDER,Colorado,80304,40.020757,-105.290793
4795 SUNSHINE CANYON DR,BOULDER,Colorado,80302,40.047646,-105.350528
3821 SILVER PLUME CIR,BOULDER,Colorado,80305,39.968332,-105.248049
1607 JIMSON CT,BOULDER,Colorado,80304,40.037198,-105.277262
2400 PARK LAKE DR,BOULDER,Colorado,80301,40.023175,-105.146681
320 32ND ST,BOULDER,Colorado,80305,39.995289,-105.254628
2475 LINDEN AVE,BOULDER,Colorado,80304,40.041482,-105.264531
2671 CRESTRIDGE CT,BOULDER,Colorado,80302,40.13071,-105.292797
3065 24TH ST,BOULDER,Colorado,80304,40.030972,-105.266107
4178 NEVIS ST,BOULDER,Colorado,80301,40.050504,-105.252919
1226 S CHERRYVALE RD,BOULDER,Colorado,80303,39.968082,-105.208136
2210 18TH ST,BOULDER,Colorado,80302,40.021672,-105.27269
1000 CEDAR AVE,BOULDER,Colorado,80304,40.027783,-105.284162
109 MISTY VALE CT,BOULDER,Colorado,80302,40.06156,-105.363865
3143 FERN PL,BOULDER,Colorado,80304,40.03216,-105.273519
1070 TANTRA PARK CIR,BOULDER,Colorado,80305,39.979469,-105.239045
1327 KITTREDGE WEST HALL,BOULDER,Colorado,80017,39.693142,-104.802023
115 SEMINOLE DR,BOULDER,Colorado,80303,39.988523,-105.229618
1720 S MARSHALL RD TRLR 37,BOULDER,Colorado,80027,39.970084,-105.236156
4460 GREENBRIAR BLVD,BOULDER,Colorado,80305,39.970838,-105.242137
4785 LUDLOW ST,BOULDER,Colorado,80305,39.977224,-105.237723
4895 DURHAM ST,BOULDER,Colorado,80301,40.064069,-105.173582
1320 OAK CT,BOULDER,Colorado,80304,40.044888,-105.280793
1425 CEDAR AVE,BOULDER,Colorado,80304,40.028267,-105.277219
1300 HAWTHORN AVE,BOULDER,Colorado,80304,40.034759,-105.280669
1902 POPLAR AVE,BOULDER,Colorado,80304,40.046776,-105.272514
621 WEWOKA DR,BOULDER,Colorado,80303,39.999561,-105.17196
1219 6TH ST,BOULDER,Colorado,80302,40.008758,-105.287596
7054 CARTER TRL,BOULDER,Colorado,80301,40.055575,-105.189062
2303 BLUFF ST,BOULDER,Colorado,80304,40.025154,-105.266756
1270 ALBION RD,BOULDER,Colorado,80305,39.976243,-105.248716
4493 SANDPIPER CIR,BOULDER,Colorado,80301,40.055917,-105.198138
3080 3RD ST,BOULDER,Colorado,80304,40.030687,-105.292374
723 SPRUCE ST,BOULDER,Colorado,80302,40.017987,-105.286365
376 LEFTHAND CANYON DR,BOULDER,Colorado,80302,40.132951,-105.290281
3895 NORWOOD CT,BOULDER,Colorado,80304,40.045328,-105.265274
5656 COLLEGE PL,BOULDER,Colorado,80303,40.004005,-105.221494
7773 ARLINGTON DR,BOULDER,Colorado,80303,40.007119,-105.172104
2460 IRIS AVE,BOULDER,Colorado,80304,40.036201,-105.265315
3216 CRIPPLE CREEK TRL,BOULDER,Colorado,80305,39.96601,-105.253668
5575 PENNSYLVANIA AVE,BOULDER,Colorado,80303,40.006367,-105.22431
5054 BUCKINGHAM RD,BOULDER,Colorado,80301,40.066235,-105.179179
5505 VALMONT RD LOT 125,BOULDER,Colorado,80301,40.034299,-105.223092
239 OWL CREEK RD,BOULDER,Colorado,80302,40.013526,-105.406892
5000 BUTTE ST LOT 30,BOULDER,Colorado,80301,40.033979,-105.236179
1005 MIAMI WAY,BOULDER,Colorado,80305,39.979275,-105.254102
2251 NICHOLL ST,BOULDER,Colorado,80304,40.02998,-105.26896
1058 13TH ST,BOULDER,Colorado,80302,40.006453,-105.275885
706 IRIS AVE,BOULDER,Colorado,80304,40.035711,-105.287453
3368 HICKOK PL,BOULDER,Colorado,80301,40.03474,-105.249398
912 JUNIPER AVE,BOULDER,Colorado,80304,40.036998,-105.285514
709 IRIS AVE,BOULDER,Colorado,80304,40.036217,-105.287453
1801 NORWOOD AVE,BOULDER,Colorado,80304,40.043892,-105.274246
4603 SUNNYSIDE PL,BOULDER,Colorado,80301,40.05085,-105.246185
2850 DARLEY AVE,BOULDER,Colorado,80305,39.978548,-105.258206
7355 SPRING DR,BOULDER,Colorado,80303,39.974546,-105.18132
455 OAKWOOD PL,BOULDER,Colorado,80304,40.046087,-105.291277
1320 NORWOOD AVE,BOULDER,Colorado,80304,40.043432,-105.280846
7134 CEDARWOOD CIR,BOULDER,Colorado,80301,40.066186,-105.187263
3683 PASEO DEL PRADO,BOULDER,Colorado,80301,40.041484,-105.257456
1018 PINE ST,BOULDER,Colorado,80302,40.019126,-105.283001
5000 BUTTE ST LOT 40,BOULDER,Colorado,80301,40.033979,-105.236179
1355 ITHACA DR,BOULDER,Colorado,80305,39.975875,-105.256835
4643 18TH ST,BOULDER,Colorado,80304,40.058861,-105.275641
3480 CRIPPLE CREEK SQ,BOULDER,Colorado,80305,39.966652,-105.251707
980 QUINN ST,BOULDER,Colorado,80303,40.004769,-105.250221
7830 DURHAM WAY,BOULDER,Colorado,80301,40.062287,-105.17027
1550 FINDLAY WAY,BOULDER,Colorado,80305,39.972427,-105.255342
956 UNIVERSITY AVE,BOULDER,Colorado,80302,40.01025,-105.280623
5053 VALMONT RD,BOULDER,Colorado,80301,40.029456,-105.235954
4433 GLENCOVE PL,BOULDER,Colorado,80301,40.055242,-105.176351
1370 REDWOOD AVE,BOULDER,Colorado,80304,40.048735,-105.280398
5322 ODIN AVE,BOULDER,Colorado,80301,40.07168,-105.242293
2881 LOMA PL,BOULDER,Colorado,80301,40.042083,-105.255622
1710 LINDEN AVE,BOULDER,Colorado,80304,40.040987,-105.275867
1200 COLUMBINE AVE,BOULDER,Colorado,80302,39.998667,-105.276911
2133 6TH ST,BOULDER,Colorado,80302,40.017852,-105.288948
649 UNIVERSITY AVE,BOULDER,Colorado,80302,40.01071,-105.285919
1525 WILDWOOD LN,BOULDER,Colorado,80305,39.974463,-105.264656
1029 SPRING DR,BOULDER,Colorado,80303,39.978435,-105.176632
6266 4 MILE CANYON DR,BOULDER,Colorado,80634,40.428677,-104.780045
2370 FOLSOM ST,BOULDER,Colorado,80304,40.025287,-105.262999
344 BETASSO RD,BOULDER,Colorado,80302,40.014665,-105.346581
670 QUINCE CIR,BOULDER,Colorado,80304,40.047825,-105.288092
5160 IDYLWILD TRL,BOULDER,Colorado,80301,40.068436,-105.194375
2640 ILIFF ST,BOULDER,Colorado,80305,39.970272,-105.258974
5012 VALHALLA DR,BOULDER,Colorado,80301,40.070688,-105.236971
1017 GRANDVIEW AVE,BOULDER,Colorado,80302,40.011783,-105.280198
5000 BUTTE ST LOT 24,BOULDER,Colorado,80301,40.033979,-105.236179
2635 MAPLETON AVE LOT 68,BOULDER,Colorado,80304,40.026086,-105.261821
820 10TH ST,BOULDER,Colorado,80302,40.002658,-105.279529
25 S 33RD ST,BOULDER,Colorado,80305,39.992662,-105.254168
1403 19TH ST,BOULDER,Colorado,80302,40.013963,-105.270439
7468 OLD MILL TRL,BOULDER,Colorado,80301,40.056619,-105.179787
3850 19TH ST,BOULDER,Colorado,80304,40.044168,-105.27236
1021 LARAMIE BLVD,BOULDER,Colorado,80304,40.065723,-105.284087
57 BETASSO RD,BOULDER,Colorado,80302,40.014532,-105.349881
1310 SONGBIRD CT,BOULDER,Colorado,80303,40.009457,-105.206975
4650 PORTSIDE WAY,BOULDER,Colorado,80301,40.059148,-105.200926
6695 KALUA RD,BOULDER,Colorado,80301,40.056677,-105.197657
919 WHITE HAWK RANCH DR,BOULDER,Colorado,80303,40.005894,-105.143603
589 CLOVER LN,BOULDER,Colorado,80303,39.998962,-105.181338
3725 SPRING VALLEY RD,BOULDER,Colorado,80304,40.041903,-105.293217
840 PEARL ST STE B,BOULDER,Colorado,80302,40.016687,-105.284118
2190 GODDARD PL,BOULDER,Colorado,80305,39.982499,-105.264523
1695 REDWOOD AVE,BOULDER,Colorado,80304,40.048997,-105.275671
1505 KENDALL DR,BOULDER,Colorado,80305,39.973399,-105.259413
7394 SPRING DR,BOULDER,Colorado,80303,39.974255,-105.179998
531 SKY TRAIL RD,BOULDER,Colorado,80302,40.076104,-105.345113
330 S 41ST ST,BOULDER,Colorado,80305,39.988198,-105.245767
666 LINDEN PARK DR,BOULDER,Colorado,80304,40.041225,-105.288208
4663 KIRKWOOD ST,BOULDER,Colorado,80301,40.059763,-105.162938
2205 GROVE CIR E,BOULDER,Colorado,80302,40.015583,-105.266196
760 37TH ST,BOULDER,Colorado,80303,40.001597,-105.246237
5493 AZTEC DR,BOULDER,Colorado,80303,39.998822,-105.225615
2222 BLUEBELL AVE,BOULDER,Colorado,80302,39.996977,-105.264273
4440 GREENBRIAR BLVD,BOULDER,Colorado,80305,39.970797,-105.242656
4722 ASHFIELD DR,BOULDER,Colorado,80301,40.060424,-105.17594
840 WILLOWBROOK RD,BOULDER,Colorado,80302,40.002199,-105.287601
620 STREAMSIDE LN,BOULDER,Colorado,80302,40.013449,-105.286598
3695 MOORHEAD AVE,BOULDER,Colorado,80305,39.993406,-105.247722
735 MOHAWK DR,BOULDER,Colorado,80303,40.00224,-105.237025
530 MAXWELL AVE,BOULDER,Colorado,80304,40.021462,-105.28933
4500 19TH ST LOT 381,BOULDER,Colorado,80304,40.055675,-105.275504
7993 GRASMERE DR,BOULDER,Colorado,80301,40.061699,-105.166692
6982 FIREROCK CT,BOULDER,Colorado,80301,40.057605,-105.19049
6821 HARVEST RD,BOULDER,Colorado,80301,40.072503,-105.194505
6925 VALMONT RD,BOULDER,Colorado,80301,40.034295,-105.19233
1719 ALPINE AVE,BOULDER,Colorado,80304,40.02591,-105.274141
850 KALMIA AVE,BOULDER,Colorado,80304,40.038649,-105.285854
3391 CRIPPLE CREEK TRL,BOULDER,Colorado,80305,39.967691,-105.252395
2925 JEFFERSON ST,BOULDER,Colorado,80304,40.02928,-105.279448
1959 POPLAR AVE,BOULDER,Colorado,80304,40.047517,-105.271137
802 MAXWELL AVE,BOULDER,Colorado,80304,40.021467,-105.286028
4843 SUGARLOAF RD,BOULDER,Colorado,80302,40.017507,-105.419132
2313 PINE ST,BOULDER,Colorado,80302,40.023418,-105.266054
5471 INDIAN SUMMER CT,BOULDER,Colorado,80301,40.073603,-105.196272
1629 ARAPAHOE AVE,BOULDER,Colorado,80302,40.014855,-105.272949
385 FOX DR,BOULDER,Colorado,80303,39.995824,-105.243951
836 UNIVERSITY AVE,BOULDER,Colorado,80302,40.010166,-105.283486
3475 HEIDELBERG DR,BOULDER,Colorado,80305,39.973209,-105.252221
4950 BASELINE RD,BOULDER,Colorado,80303,39.997167,-105.232858
5837 N ORCHARD CREEK CIR,BOULDER,Colorado,80301,40.058106,-105.218585
2915 JUILLIARD ST,BOULDER,Colorado,80305,39.970872,-105.253666
1711 YAUPON AVE,BOULDER,Colorado,80304,40.059339,-105.276125
7021 INDIAN PEAKS TRL,BOULDER,Colorado,80301,40.061826,-105.188749
8014 SAGEBRUSH CT,BOULDER,Colorado,80301,40.018593,-105.166177
3829 FREDERICKS CT,BOULDER,Colorado,80301,40.044247,-105.252236
1559 KILKENNY ST,BOULDER,Colorado,80303,40.0138,-105.136731
3428 ST VINCENT PL,BOULDER,Colorado,80301,40.047682,-105.25158
2665 STEPHENS RD,BOULDER,Colorado,80305,39.981939,-105.26105
2035 1/2 8TH ST,BOULDER,Colorado,80302,40.01749,-105.285452
3595 FORDHAM CT,BOULDER,Colorado,80305,39.988433,-105.251387
4565 OSAGE DR,BOULDER,Colorado,80303,39.990693,-105.23702
371 N 76TH ST,BOULDER,Colorado,80303,39.993506,-105.175585
1335 KITTREDGE WEST HALL,BOULDER,Colorado,80017,39.693142,-104.802023
775 31ST ST,BOULDER,Colorado,80303,40.001867,-105.252405
4799 WHITE ROCK CIR,BOULDER,Colorado,80301,40.060274,-105.214431
8776 STREAMCREST DR,BOULDER,Colorado,80302,40.132408,-105.287108
1301 9TH ST,BOULDER,Colorado,80302,40.009603,-105.282248
3355 HEIDELBERG DR,BOULDER,Colorado,80305,39.973196,-105.254007
4673 KIRKWOOD ST,BOULDER,Colorado,80301,40.059956,-105.162838
4570 MACARTHUR DR,BOULDER,Colorado,80303,40.013045,-105.236696
313 ALDER LN,BOULDER,Colorado,80304,40.039327,-105.312535
9405 BEAR CREEK,BOULDER,Colorado,80301,40.049468,-105.201421
236 MOHAWK DR,BOULDER,Colorado,80303,39.991863,-105.238397
1175 4 MILE CANYON DR FL 2,BOULDER,Colorado,80540,40.230035,-105.269617
4597 SUNNYSIDE PL,BOULDER,Colorado,80301,40.050845,-105.246351
4502 LAGUNA PL,BOULDER,Colorado,80303,39.998351,-105.238269
6881 HARVEST RD,BOULDER,Colorado,80301,40.072497,-105.193178
2920 19TH ST,BOULDER,Colorado,80304,40.028605,-105.272336
800 BISON DR,BOULDER,Colorado,80302,39.960114,-105.319613
1910 MARIPOSA AVE,BOULDER,Colorado,80302,39.997933,-105.268363
1285 BEREA DR,BOULDER,Colorado,80305,39.975549,-105.249877
7471 SINGING HILLS DR,BOULDER,Colorado,80301,40.067653,-105.179068
4181 PIEDRA PL,BOULDER,Colorado,80301,40.046985,-105.256398
2720 4TH ST,BOULDER,Colorado,80304,40.026025,-105.291197
5379 PINE VALLEY CT,BOULDER,Colorado,80301,40.072372,-105.182665
5437 DARLEY SOUTH HALL,BOULDER,Colorado,80301,40.049468,-105.201421
610 S 43RD ST,BOULDER,Colorado,80305,39.984524,-105.244261
4973 NOBLE PARK PL,BOULDER,Colorado,80301,40.029509,-105.238273
774 COUGAR DR,BOULDER,Colorado,80302,39.965529,-105.331456
6101 SUNSHINE CANYON DR,BOULDER,Colorado,80302,40.05958,-105.368396
4549 MAPLE CT,BOULDER,Colorado,80301,40.056896,-105.218454
4100 GREENBRIAR BLVD,BOULDER,Colorado,80305,39.971206,-105.245632
801 JUNIPER AVE,BOULDER,Colorado,80304,40.037804,-105.286628
1380 KNOX DR,BOULDER,Colorado,80305,39.975881,-105.245723
1279 ELDER AVE,BOULDER,Colorado,80304,40.030302,-105.280956
800 KALMIA AVE,BOULDER,Colorado,80304,40.03843,-105.286617
1497 BROWN CIR,BOULDER,Colorado,80305,39.974113,-105.237663
120 S 34TH ST,BOULDER,Colorado,80305,39.991254,-105.252752
3015 WASHINGTON ST,BOULDER,Colorado,80304,40.030887,-105.27865
4872 CURIE CT,BOULDER,Colorado,80301,40.029856,-105.239957
111 PUMA DR,BOULDER,Colorado,80302,39.961223,-105.327958
40 S 31ST ST,BOULDER,Colorado,80305,39.992545,-105.255582
3204 CRIPPLE CREEK TRL,BOULDER,Colorado,80305,39.966096,-105.253679
5199 HOLMES PL,BOULDER,Colorado,80303,40.010346,-105.23038
3658 CHASE CT,BOULDER,Colorado,80305,39.99298,-105.248836
3176 EASTWOOD CT,BOULDER,Colorado,80304,40.032269,-105.260347
7302 SPRING CT,BOULDER,Colorado,80303,39.973585,-105.182533
6245 WILLOW LN,BOULDER,Colorado,80301,40.05982,-105.208268
860 UNIVERSITY AVE,BOULDER,Colorado,80302,40.010165,-105.282948
4035 EVANS DR,BOULDER,Colorado,80303,40.001747,-105.242567
702 BROOKLAWN DR,BOULDER,Colorado,80303,40.000861,-105.231018
8328 VALMONT RD,BOULDER,Colorado,80301,40.034584,-105.158293
6053 BASELINE RD,BOULDER,Colorado,80303,40.004136,-105.210788
2300 EMERALD RD,BOULDER,Colorado,80304,40.047513,-105.266996
2007 COLUMBINE AVE,BOULDER,Colorado,80302,39.999421,-105.267456
2052 ALPINE DR,BOULDER,Colorado,80304,40.025684,-105.268985
2583 MAPLETON AVE,BOULDER,Colorado,80304,40.02522,-105.262032
